movie,sentence,score
귀멸의 칼날: 나타구모산 편 ,"음악도 너무 좋고 영화관에서 보니 너무 좋았어요. 한번더 볼 예정입니다. 남매의 연도 좋았지만, 액션신도 늘어나고 나타구모산 편이 더 재밌었네요. 인생 최고의 애니메이션을 극장에서 만나니 더 좋았습니다. ",10
디어 에반 핸슨,음악은 감동이지만 공감이 쫌.... ,6
귀멸의 칼날: 남매의 연,말해뭐해 최고의 애니메이션의 시작이네요. 너무 좋았습니다. ,10
장르만 로맨스,연기와 연출이 너무 좋았어요. 웃기는 장면도 너무 좋았어요. 재밌는 작품인데 평점이 너무 낮네요. 조은지는 연출도 잘하네요. 배우들도 살아 숨쉬는 캐릭터를 모두 잘 살린듯. ,10
안나 카레니나,화려한 영상미는 있지만 97년도 소피마르소가 출연한 버전이 훨씬 더 여운이 남아요. 이번 버전은 좀 아쉽네요.. ,6
이터널스,"영화평을 처음으로 적습니다. 평이 너무 나빠서 포기한 상태에서 보러갔는데... 저는 잠시도 눈을 떼지 못할 정도로 재미있게 보았습니다. 오히려 왜 이렇게 욕을 먹는지 음... 절대다수의 평이 안좋은 것을 보면 불호가 많은 것이 팩트겠지만 제 취향과 맞았나 봅니다. 소문으로는 액션이 적다고 하는데 영화를 보고난 이후 저는 사이 사이 액션씬도 충분했다고 느꼈습니다. 개인적으로 마블 탑3에 넣어봅니다. 저같은 사람도 있을 듯 하므로 안보는 것 보다는 기대를 접고, 마음 비우고 보러 가는 것을 권합니다. ",10
이터널스,짱깨가 감독을 하면 영화는 망한다.착짱죽짱은 틀린말이 아니다.영화 쌉노잼.마동석 10분도 안나옴.한국인을 농락한 짱깨영화 ,2
강릉,유오성 장혁 오대환 연기 너무 좋고 모든 배우들 다 너무 좋았어요. 남자들의 찐한 영화 너무 좋았습니다. ,10
듄, 진짜 재미있네요... 2편 언제기다려 ㅠㅠ ,10
보이스,보이스피싱이라는 소재로 얼마나 재미있는 각본과 연출이 나올라나 사실 크게 기대는 안했는데 영화를 보는 내내 흥미진진했고 스토리가 복잡하진 않으나 꽉~찬 느낌을 받으며 처음부터 끝까지 이 느낌으로 보았습니다. 강추합니다 ,10
이터널스,재미없다는 글이 많아서 기대안하고 봤는데왜이렇게 재밌어요  마동석님 나오시니 신기하고ㅋ영어도 잘하시네요무지 진지해서 지루하다고들 느끼는거 같은데 영상도 멋졌구요.각자의 능력으로 싸우는모습이 넘멋졌어요. 내용이 너무재밌어서 긴시간이 지나는것도 지루하지않았어요다음편도 기대되요.강추 ,10
안나 카레니나,확실히 2013년도 버전보다 연출력이 뛰어나고 깊이가 있네요. ,10
듄,"티모시의 눈부신 미모에 눈을 뗄 수 없었다. 음악과 신선한 소재. 사막이 바다처럼 움직이는게 신기했다. 던컨의 충직함, 유에의 배신.영웅의 탄생을 알리는 듯한 강렬한 1편이었고 2편이 더욱 기대된다! ",10
너의 이름은.,맘이 따뜻해지는 최고의 애니 ,10
장르만 로맨스,웃기기만 한 영화인줄 알았는데 스토리도 있고 감동도 있고 연기들을 넘 잘하셔서 잘 봤어요^^ ,10
강릉,자고 일어나니 영화가 끝나있었다 ,1
장르만 로맨스,별 스토리 없음 ,6
와이키키 브라더스,나이들면서 볼 때마다 새롭다. 음악은 덤. 유명 배우들의 리즈 시절은 눈요기. ,10
싱크홀,넷플릭스로 봐도 욕나오내 내 시간 돌려내라 ,1
신세계,꼭 보세요 너무 잼있음!!! ,10
이터널스,보다 잤다 와이프도 같이 잤다 ,1
디어 에반 핸슨,노래가 다 하고 너무 현실성없고 억지내용 거짓말을 왜 해서 두 번 죽이는 거지 ㅠ 절대 용서할 수 없는건데 뭔가 주고자하는 메세지는 좋았으나 내용이 막장이었다 ,3
내겐 너무 소중한 너,너무 많이 울었습니다ㅠㅠ ,10
007 카지노 로얄 ,007의 손꼽히는 걸작 에바그린은 최고의 팜므파탈 ,9
프렌치 디스패치,새로운 느낌. 후반에는 조금 지루하긴 했음 ,8
장르만 로맨스,괜춘. 수능 끝나고 보기 좋았음 ㅎㅎ ,10
파이란,"내몰린 두 사람, 서로밖에 기댈 사람이 없었지만 너무 늦어버린 두 사람 ",7
듄,그냥 워스트오브 워스트 입니다 ,1
매드맥스: 로드 워,이것은 1점이 아니다. 11점이다. ,1
블랙 호크 다운,20년된 영화 맞나? ... ,10
이터널스,방금 보고 옴. 평점 낮아서 망설였는데...집사람이랑 저 모두 만족함. 평점이 너무 박함. 추천까지는 아니어도 비추는 아님! 그리고 앞으로 계속 볼 사람이면 그냥 보셈. 이제 시작이니까. 마지막으로 끝나구 2편(1개 아니고 2개)의 추가 영상이 있으니 놓치지 마시구요. ,8
간츠: 오,엄청난 CG와 액션연출에 박수를! 유치한 남녀배우 설정과 대사... 변하지 않는 유치함에 절레절레 하고 갑니다. 도대체 일본 남녀의 성역할과 유치한 대사설정은 변하지 않는 종특인가.. 왜! 왜! 왜! 그런거냐고! 그놈의 칼들고 반자이!! 돌격은 수백년째 변하지를 않네..ㅠㅠ ,6
사라진 시간,기승까지는 완벽한데 전결이 없는 영화 그리고 많았던 떡밥들을 회수하는 듯한 장면들을 보여주기는 하지만 떡밥들에 대한 궁금증이 완전히 해소되지 않는다 ,5
장르만 로맨스,"뒷부분이 조금 아쉬운 스토리지만, 중반까지는 재밌었습니다~ ",6
이터널스,정말 너무나도 유치하고 안젤리나졸리연기는 좋았음 컨셉 잘못된듯 마블영화중 최악매우실망임 전개도 어설픈듯함 ,2
싱크홀,아니 이거 평점 왜케 높음?? 이해안가네 ,4
디어 에반 핸슨,"평점이 낮은 이유도 이해가 가는데, 에반의 삶을 깊게 이해하면 그 실마리가 풀림. 작가도 에반 깁스의 정체를 마지막에 밝힌 것도 99%의 감동을 불편하게 하는 1%의 거짓말을 말소하기 위한 최고의 구성이었다고 생각함. 에반이 아직도 아버지를 그리워 하는 것을 보면, 기억도 잘 나지 않을 어린 시절 아버지가 떠나가 버린 상실감이 매우 컸다고 사료됨. 설상가상으로 어머니는 바빠서 같이 있어주지도 못하니 정신과약까지 복용해야 할 정도로 심한 우울증과 불안증세를 겪는 주인공임. 그렇지 않은 우리도 일상에서 당황하면 나도 모르게 거짓말이 튀어나올 때가 있는데, 이런 장애가 있는 친구에겐 어찌보면 거짓말이 당연하지 않았을까 싶음. 하물며 오해받기 딱 좋게 코너 주머니에 에반에게 보내는 편지와 에반 깁스에 크게 적힌 코너의 이름을 보더라도. 근데 나도 한가지 이해가 안 간건 거짓말로 인생이 잘 풀리긴 했는데, 그럴 수록 사실 더 불안해져야 하는게 인간 심리임. 불안장애가 있는 친구가 코너 프로젝트를 제끼고 죽은 사람 여동생과 연애를 즐기는 일탈이 정신과약을 먹는 사람이 행할 수 있는 지는 잘 모르겠음. 아무튼 이런 저런 감동을 끌어가면서도 한편으로는 결국 저거 거짓말이잖아? 이래도 돼? 라는 불편함을 마지막에 에반도 자살할 만큼 외롭고 힘들었던 것을 통해 상쇄시키는 것이 인상 깊었음. 불안하면 거짓말로 이루지 못한 것들을 이룰 수도 있다고 생각함. 단지 개연성 차원에서의 말이지 도덕적으로 그게 옳다는 건 아니고.. 결과적으로 난 이거 치유물이라고 봄. 다들 비밀 하나쯤은 있지 않나. 모두 힘내서 살자. ",10
장르만 로맨스,"작가만의 세계를 탐험하고 온 기분…여러방면으로 열린마음과 가치관이 있고 아무 생각없이 보려한다면 재밌을거같음.(난 열린가치관을 가진 사람이 아닌걸로^^,,)출연자들의 연기는 좋았음. ",4
디어 에반 핸슨,절대 이렇게 낮은 평점을 받을 영화가 아니다. ,10
귀멸의 칼날: 나타구모산 편 ,TVA도 극장에서 본다면? 배로 재밌다. ,9
호빗 : 뜻밖의 여정,골방 빈티지 미들에이지 판타지 취향이 아니라서 그다지 별로 ,6
듄,천문학적인 돈을 들여서 이렇게 재미없게 많들수도 있구나..!!  CG외엔 볼게 없음..  보는동안 절반을 졸았음..  먼내용인지 ..~ ,2
듄,"일단 전개가 너무 느리고 액션,전투씬을 원하는 사람들은 기대하지마세요 정말 지루합니다 보다가 두번이나 졸다가 겨우 다 봄. 아직 1편이라 잘 모르겠지만 다음 화 나오면 볼테지만 나와도 기대는 안됩니다. 뒤로 갈 수록 악당,스파이스는 논외고 계속 주인공 무리들이딴짓하는느낌 ",5
디어 에반 핸슨,"오랜만에 느끼는 감동, Ost만으로도 충분한 가치가 있는 영화 ",10
싱크홀,싱크로율이 hole로가서  싱크홀많은걸 느끼게끔 욕심내서 아무것도 안느껴지는 남는거없는 내 인생 최악의영화 ,1
강릉,비현실적이지만 완존몰입해서봄 ,10
꽃다발 같은 사랑을 했다,이 영화를 보고 누군가를 떠올렸다면 이 영화는 그 자체만으로도 훌륭한영화이다... 이 영화를 보고 인상깊었다기보다 아 주 오랜만에 누군가의 이름이 생각나서 평점을 높게주고싶다.. ,8
천년을 흐르는 사랑,흠~~~어렵다ㅡ.ㅡ마지막 부처는 좀~~~한글 제목도 좀~~~ ,7
프렌치 디스패치,"두 번 봤는데, 1회차 때 놓친 부분을 2회차 때 눈에 담을 수 있어서 좋았다. ",8
싱크홀,나쁘지 않구만...8점은 줘도 될듯한데 ,10
싱크홀,연출이 너무 진부하다.2000년대 초반에나 만들법 한 코믹재난 영화정도.. 한국 재난영화 그만 좀..크레딧 영상에 나오는 럼블피쉬 노래만 의외였음.옛날노래인데 나오길래.. 럼블피쉬 노래는 좋았음.. ,4
악마를 보았다,이런 시나리오에 공감하고 출연한 최민식이는 인간도 아녀!이건 영화도 아니고 그저 배우의 인간성만 보여줄 뿐인 그저 그런 화면. ,2
비바리움,왠만하면 댓글 안 남기는데 이렇게 기분 드러운 영화는 처음이다. 싸이코 영화가 굳이 취향인 싸이코들 빼고 절대 보지 말길. 감독 면상 한번 보고싶네. 감상 포인트 골라야 글 올릴 수 있어서 아무거나 고름 ,1
수색자,소재는 좋았으나 전개가 너무 엉성했다. 보니까 감독하고 다른 사람 공동 각본이던데 영화를 만드는 사람들 맞나 싶을 정도로 엉성하더라. 일단  이 사건의 원흉은 당시 서울대 이등병의 탄창을 빼서 던지도록 시킨  박병장 ㅅㄲ와 유탄발사기 장착한 상병 ㅅㄲ 두놈이다. 실탄 한발도 아니고 GOP부대에서 실탄 든 탄창을 분실한다는게 얼마나 엄청난 사건인지 군필자들은 알꺼다. 그런데 그걸 행하냐.. 완전 악마지.. 그들 모두의 잘못이라고는 하지만 그러기에는 그 두놈 잘못이 가장 컸음. 박병장은 제대후 자살했는데 K203 상병은 보이지도 않던데 뭔 시나리오가 이리 허술하냐. 서울대 이등병이 탄창 분실후 소대장에게 혼날때 신나서 웃는 놈들이 이 두놈 뿐이었다. 그리고 장전된 소총 총구로 가슴팍을 치는 행위를 하는 소대장.. 완전 OOO지.. 지뢰는 밟으면 터진다. 쌍팔년도 전쟁영화 시절에나 나왔지 요즘에는 그런 장면 잘 안넣는다. 촬영용 실총 대여받아서 촬영했을텐데 완성도를 위해서 낡은 티 좀 내지  부대원들 총 완전 새거인거 보고..(...). 병사들 총격 씬에서 애들 총싸움도 아니고 전투 대형이 안습이고 사격시 반동도 거의 없던데 공포탄을 단발로 쏘기에 그러기도 하겠지만 그럴땐 배우들에게 실총 사격처럼 반동 액션 좀 하라고 감독이 알려주던가.. 대대장(중령)이 이등병 자살사건 파헤치려는 여군 중위 숙소 찾아가서 몸싸움 하던 때에 권총 오발로 사망했는데 성폭행 정황하고 안맞는다.  두 사건이 동시에 일어난 것으로 보기에는 영화 전개상 안맞기도 하고. 그리고 송창의 명함을 보면 군사망사고진상규명위원회인데 대통령직속이고 태극마크(정부부처 대부분은 몇년 전부터 몇 개 기관 빼고 태극마크를 씀)도 있는 정부기관인데 사무실 전화번호도 없고 메일 주소는 공무원들 메일 주소(korea.kr)도 아닌 한메일..(...). 전개 방식은 물론 곳곳이 헛점 투성이라 이거 원.. ,2
헝거게임 : 판엠의 불꽃,낚였다 너무 재미없고 지루함 ,2
업,픽사 최고작 ,10
샹치와 텐 링즈의 전설,기대 안하고 봤는데 너무 재밌네요. ,10
장르만 로맨스,사람관계에 대하여 깊이생각할 수 있었어요 ,10
샹치와 텐 링즈의 전설,ㅋㅋ중궈스럽네뻔하고 ㅡㅡ ,1
그녀의 가족은 잘못이 없어,"제1회중랑청소년영화제를 통해서 '그녀의 가족은 잘못이 없어'를 아주 재밌게 잘봤습니다. 배우분들의 연기도 좋았고, 내가 살고 있는 중랑의 곳곳이 나와 더 좋았습니다.^^ ",10
담보,너무 감동적인 힐링 영화 ,10
"연공: 안녕, 사랑하는 모든 것",청소년때 충분히 느낄 수 있는 감정들이 잘 표현된 것 같고 스토리도 나쁘지 않음 슬프지만 사랑스러운 스토리의 영화임 ,10
이터널스,"절대 6점대 영화는 아니에요. 극장에서 볼 만 한 영화고 오락영화로 저는 좋았습니다. 다들 너무 평점을 짜게 주시네요… 저는 스토리도 나름 신선했고, 문화적 다양성을 포함하려는 시도도 좋았어요. 안젤리나 졸리와 마동석 케미가 좋았어요~ 극장에서 보시는 것 추천입니다!! ",8
추억의 검정고무신,어릴적 티비로만 만나보던 검정고무신 아주좋앗어요 ㅎ ,10
장르만 로맨스,예고가 다했네 답답하다 ,2
싱크홀,저만 재밌나요???? ,10
파이,진리와 법칙을 향한 강박. 그 허망함을 내려놓았을 때 비로소 보이는 하늘. <레퀴엠>의 전조가 보이는 인상적인 데뷔작 ,9
이터널스,아 슈퍼히어로영화보는느낌이아니고 뭐랄까 걍 뭐본지 모르겠음 6 점때는아니겠지하고 봤는데 너무하네진짜 ,3
장르만 로맨스,급발진할 때가 제일 웃기네요 ㅋㅋ 아들 나올 때 너무 기대되네요 ㅋㅋㅋ ,8
장르만 로맨스,러브액츄얼리 한국판 아류 카피작 ,1
필로미나의 기적,나였으면 절대 용서 안 한다는 마틴의 말은 사실 감독의 속마음이 아니었을까. 그래도 남을 미워하며 살진 않겠다는 필로미나의 태도는 본받을 수 밖에 ,9
디어 에반 핸슨,좀지루하네요..그치만 내용은 볼만합니다~! ,7
너에게 가는 길,신파적 연출 없이도 이렇게나 눈물을 짜게 만들 수 있다니... ,10
핵소 고지,별점 알바생들이 많은듯. ,2
007 노 타임 투 다이,죄송하지만 일본 일본 일본...  위한 무비역대 최악의 ost Giod bye  다니엘 좋은 기억만 가질게요 ,2
듄,이해력 부족하면 보기 힘들듯 ,10
미나리,스토리 좋았고 재밌게 보았다 ,10
이터널스,뜬금없이 남자끼리 키스하는 장면이 나와서 깜짝 놀랐고 역겨웠다. 이게 정말 꼭 필요한 장면이고 꼭 필요한 설정이었냐? 그리고 마블영화 특유의 가볍고 신나는 분위기를 좋아했는데. 이건 뭔 별 시덥잖은 설정에 캐릭터들 매력도 빵점인데. 서사가 너무 장황해서 졸리기만했다. ,2
어니스트 씨프,스토리 좋았고 재밌게 보았다 ,10
모추어리 컬렉션,스토리 좋았고 재밌게 보았다 ,10
듄,올해 본 영화중 가장 최고 ㅇㅇ ,10
불한당: 나쁜 놈들의 세상,진짜 재미난 영화를 이제 보다니. ,10
고양이에게 밥을 주지 마세요,잘봤어요..!! 감동적이었습니다 동네고양이들과 사람들이 더불어 잘 살아가는 날이 꼭 오길바래요 ,10
장르만 로맨스,잔잔히 넘 코믹하게 잘 봤습니다 ,10
모가디슈,정말좋았던 한국국내영화 ,10
기적,재밌게 잘봤어요~ 배우들 연기도 훌륭했습니다. ,10
샹치와 텐 링즈의 전설,무술 액션 동양인 괜찮던데 평점이 낮네 ,10
굴뚝마을의 푸펠,좋은데요~ ㅎ음악 노래 영상미 좋았어요 ,10
이터널스,"악평에 비해 나쁘진 않았는데, 최대한 난잡하게 하려는 면도 없었다. 다만, 아즈텍과 히로시마는 보는 사람의 관점에 따라 불편할 수도 있다는 생각이 들었다. 감독의 전작 노매드랜드가 느껴지는 영상미였고, 결론은 페이즈 4의 한조각이라  그런지 아직은 심심한 게 있다. ",7
지옥 - 두개의 삶,대박이다..가슴 조리면서 봤네요 ,10
보이스,리얼.시간가는줄 모르고 봄...이 정도면 잼.있지.않은감 ,10
장르만 로맨스,순수한 감정.제대로다. ,10
장르만 로맨스,오랜만에 가족들과 깔깔깔 웃고 다시한번 사랑의 방식이 다름을 인정하는시간이었어요.청소년기 아이들과 부모가 같이 봐도 무난하게 볼수있고 무엇보다 자극적인 부분이 없어서 부담없이 잘 보구 왔네요. ,10
아야와 마녀,한 편의 서정적 동화같던 짜임과 감성의 지브리는 잊어라! 메타버스와 3D시대의 뉴웨이브에 발맞춘 뉴지브리로 다시 태어났다! 잊지말라구! 쿨펀함을 강조하는 건 환경부 장관만이 아니란 걸~. 색감 줄거리 개연성 모두 유아의 선호에 최적화! 코코몽의 최대 라이벌?! 바로 나 아야짱이라구! ,1
아야와 마녀,한 편의 서정적 동화같던 짜임과 감성의 지브리는 잊어라! 메타버스와 3D시대의 뉴웨이브에 발맞춘 뉴지브리로 다시 태어났다! 잊지말라구! 쿨펀함을 강조하는 건 환경부 장관만이 아니란 걸~. 색감 줄거리 개연성 모두 유아의 선호에 최적화! 코코몽의 최대 라이벌?! 바로 나 아야짱이라구! ,1
터미네이터 2:오리지널,또 봐도 재밌다. 91년 개봉 때 본 후로 몇번을 봤는지 모르겠다. ,10
장르만 로맨스,요새 불면증때문에 힘들었는데 덕분에 잘 잤습니다.  영등포 롯데시네마에서 한 분은 시작부터 코골면서 자더라구요 ,1
007 노 타임 투 다이,다니엘 크레이그는 딱 처음 그리고 다음 편까지는 좋았다. 신선해서. 그런데 대체 얘는 007로서의 매력이 전혀 없음. ,2
크리스마스에 기적을 만날 확률,기적이란게 다르게 보면 자신속에 원하던걸  숨겼던게 아닐까? ,10
싱크홀,처음 올림. 시간아까움 ㅜㅜ ,2
비긴 어게인,음악영화 중에서 No.1 ,10
장르만 로맨스,진짜 너무 웃겨요 무진성배우님 외모에 감탄 ,10
이터널스,그래픽에 신경을 너무 쓴 나머지 스토리는 폭망 ,4
강릉,강릉사투리 재미있어요. ,10
이터널스,ㅋㅋㅈㄹ 마블맞냐  실망이다 ,1
이웃사촌,좌파고 우파고 간에 친북 친중은 절대 안된다 중정 안기부 정말 날로 먹고 돈만 챙긴 쓰레기들다만 신경 쓰이는건 초반 석면 슬래이트에 삼겹살 구워 먹는 장면 나오는데 개도국 시절 많은 사람들이 저리 먹고 암에 걸려 돌아가신 분들 많을듯 ,8
디어 에반 핸슨,라라랜드보다 나았다ㅗ ,8
테이킹 라이브즈,네 시작은 창대하였으나 끝은 미약하리라. 제작비가 떨어졌나 잘 나가다 용두사미여?  그리고 넷플릭스 자체 검열 좀 하지 마라. 졸리 가슴 좀 몇 초 더 보여주면 세상 끝나니? 그게 이 영화의 하이라이튼데? ,6
듄,세계관 용어를 강제로 내뇌에 때려박을려는 영화. 새로운게 나오면 와 저건 또 뭘까? 가 아니고 저건 또 뭐야...하게 하는 영화. 음악과 영상 둘 다 웅장하지만 긴 런닝타임동안 너무 많이  반복되어 오히려 흥미나 긴장감을 유발하지 못하는 영화. 세계관을 이해할려면 원작 공부하라는데... 성공한 영화들을 보면 따로 원작을 공부 하지 않아도 영화안에서 충분히 설명해주고 흥미의 연쇄반응을 일으키지만 이영화는 그게 아니다. 정말 불친절한 영화 ,1
피치 오브 타임 극장판,둘 다 저승으로 보내버리고 싶다 ,2
악마를 보았다, 그지같은 영화 그지같은 영화 ,2
장르만 로맨스,장르만 로맨스 신선한 장르의 컨셉이었네여 ,8
장르만 로맨스,그냥 최악이에요. 돈 아까워요 ㅜ ,2
싱크홀,가족영화로 정말 좋아요 ,10
1984 최동원,1984최동원 잘봤습니다..! ,10
미성년,마지막 장면이 황당했지만 그 의미를 자꾸 곱씹게 되는 영화. 영화 참 좋다. ,10
내일의 기억,저능아들이 이해못해서 1점주고있네ㅋ ,10
장르만 로맨스,마지막대사가 좋았다~~ ,10
강릉,음악도 좋고 그리 나쁘진 않앗는데 평은 그냥저냥이네요 영화는 영화일 뿐 그대로를 해석하시는게~볼만 햇어요 ,10
이웃사촌,빨갱이  영화입니다  영화계도 좌파가 장악했네요~~~ ,2
장르만 로맨스,"엉망진창 코미디, 장르는 로맨스 ",10
범죄와의 전쟁 : 나쁜놈들 전성시대,역시 깡패는 날고 기어도 개미일뿐이야 ,10
송해 1927,그렇게 시간이 흘러가다! ,8
프렌치 디스패치,스토리 자체보다 영상미를 위해 스토리를 고른 느낌. 영상미는 좋으나 마지막 옴니버스는 내용자체가 이해하기 힘들엇음. ,5
극장판 바이올렛 에버가든,아름다운 작화로 그려낸 망상적 우화 ,3
안나 카레니나,"영상미, 연출, 배우들 연기까지 나무랄대 없는최고의 영화!! 특히 애런존슨은 최고 ",10
울림의 탄생,사뭇 다르게 들리는 깊고 웅장한 울림 ,7
강릉,배우들 연기만 좋음 ,5
프렌치 디스패치,대사가 휘몰아쳐서 솔직히 따라잡기 조금 힘들긴 했지만 그냥 너무 예뻐요. 마지막 세번째 이야기는 정말 감동적. 외국에서 이방인으로 고생하던 예전의 제가 생각 났네요. 모든 이야기들을 백퍼센트 다 이해할수는 없었지만 그래서 더 궁금하고 자꾸 찾아보게돼요. 재관람할 예정입니다 ,8
용길이네 곱창집,재일 교포의 애환보다는 “사랑과 전쟁”에서나 볼 듯한 사랑 이야기에 집중하고 있어 아쉽다. 잔잔한 전개 속에 배우들의 연기만 눈에 들어오고 나머지는 그저 그렇다. ,5
장르만 로맨스,"교양있는 분들께는 별로 일 수도 있지만, 전 너무 재미있게 봤네요^^ ",10
뮬란,"인상 깊은 장면이나, 기억에 남고 다시 생각나는 부분이 전혀 없네요.  마지막이 허무한 느낌이 드네요. ",1
미션 파서블,아무 고민도 생각도 없이 만든 각본을 가지고 가벼운 웃음을 전달하려 하는데 대부분 실패한다. 두 주연 배우는 어떨 땐 과장된 연기를 하고 있어서 보기 민망할 때도 있다. ,4
랑종,개똥덩어리 곡성도 똥덩어리였는데 이건 한술 더뜸ㅋㅋ 존나 아무의미없고 무서운 장면도 하나도 없었음 버러지영화 ,1
그린 마일,10 년만에 마음 단단히 먹고 다시봐도 그 어떤 피튀기는 영화보다도 잔혹한 영화. 결론은 지네 병고친다고 이용만 당하다 죽은 존 커피. 다 위선자 같고 차마 끝까지 볼 수 없을만큼 너무 씁쓸하네요 ,1
싱크홀,혹시나 했는데 역시나였다~~다른 작업 하면서 보는둥 마는둥 할 때 틀어놓기에 좋았음...CG나 연출이 B급을 넘어서 C급 수준이라 오히려 개웃겼음 ,2
랑종,차라리 '그것이 알고싶다'가 나을 듯 ,1
무수단,넷플릭스에 올라와 봤는데 보고나니 화가 나네요.  이런 신기한 체험 함 해보세요.  나중에 욕은 하지마시고요. ㅋ ,1
내 사랑,절제된 슬픔.내면의 사랑을 적은 언어료 깊이 표현된 영화.간만의 깊은 울림의 영화이다. 최고!!! ,10
랑종,등장인물중에 님?은 포스만보면  쌉고수같아서 든든했는데....자다가 갑자기 죽었다길래 좀 황당했어요 ,10
샹치와 텐 링즈의 전설,호평하는 사람 다 알바네ㅋㅋㅋ 확실한건 짱깨자본 떡칠한 최악의 마블영화였다는 사실이고 너무 유치하고 억지로 끼워맞춘 느낌이었음 ,1
걸캅스,쓰레기영화ㅇㅇ말이 필요? ,1
장르만 로맨스,아... 사춘기 아들 연기는...ㅜㅜ 그부분 스토리도 이상하고요ㅠㅠ 안나왔다면 더 좋았을 것 같아요..ㅜ 진짜 보기 힘들었어요. 나머지는 가볍게 볼 만 했습니다!김희원 택시 번호판 찍을 때 빵터졌어요 ㅠ ,6
그렇게 아버지가 된다,감동적이고 잔잔해요. ,10
디어 에반 핸슨,노래는 괜찮지만 주인공을 이해하기 힘들다. ,1
알.이.씨,오래전에 봤을 때와 지금의 느낌이 다른 영화현시대가 정신 없다 보니 출연진들의 아우성 패닉 정신 없는 상황이 너무 혼란스럽다어째든 몰입도는 최고 ,10
이터널스,개연성도 없고 pc는 pc대로 묻고 cg도 허접해서 위기감도 안느껴지고 내 살다살다 영화 언제 끝나지 생각하면서 본건 이게 처음이다 ㅋㅋ  돈 내고 스트레스를 샀네  마블 다시는 안본다 ,1
이터널스,CG처리하느라 고생 많이한거같아 별 두개...노답캐릭터들과 삼류 스토리...무엇보다 핵노잼...매너리즘에 빠진 마블이 정신좀 차렸으면 ,2
장르만 로맨스,살다살다 영화 보다 화난 건 처음. 내용도 없고 재미도 없고 ,2
장르만 로맨스,관계에 대한 이야기재밌게 봤음 ,9
장르만 로맨스,최고에요 영화평점 처음 남겨봅니다 제발 꼭 보세요 인생영화 .. ,10
걸캅스,현실은 치안콜걸인데...그래 뭐...영화에서라도 무쌍찍어야지... ,1
프렌치 디스패치,웨슨 앤더슨하다~는 것을 보여줌 ,8
호빗 : 뜻밖의 여정,못보신 분들은 꼭 관람하시길 바랍니다!! ,10
듄,어디가 재밌는거죠 너무 지루함...장면들도 다 어디서 본것같고...ㅜㅜ 러닝타임은 너무 쓸데없이 김 ,2
파이란,절절한 마음이 전해지는 과정을 온몸으로 표현한 최민식선생님의 연기가 경탄스럽다 ,8
싱크홀,진짜 너무들한다 올해 본것중 최악중최악 별점 주기도 싫음 ,1
호빗 : 뜻밖의 여정,클래식은 영원하다는 것을 보여줌 ,9
007 노 타임 투 다이,과거는 지워저야 하니까 이해한다 하더라도 스토리는 007에 어울리지 못했다 무게감 떨어짐 상상력은 신선했고 왜 마지막 사랑이 스펙터임? 암튼 갠적으론 가장 007 다웠던 본드이자 그에게 어울리는 결말이였다 라샤나 린치 너무 매력적이고 세월이 야속하듯 아쉽다 차기 007은 누가 될지도 기대됩니다 ,10
부산행,볼 때 마다 재미있지만 진짜 양심 없다.부산행 익스텐디드 - 영화 반도에 대한 쿠키 영상이 추가된 판본 ,9
싱크홀,"자원낭비 영화!!!이걸 연출이라고 했냐는 생각으로 보면, 타산지석으로 도움 됨. ",1
안나 카레니나,여주인공이 미스캐스팅인듯.  불륜의 죄책감에 고뇌하는 역할보다 다 때려 부시고 어쩌라고 마이웨이가 어울리게 생기셨음. ,6
싱크홀,재밌다 ㅋㅋㅋ 차승원 껄렁연기 일품 ㅋㅋㅋ ,10
호빗 : 뜻밖의 여정,초반에는 조금 지루하긴 한데 갈수록 영상미도 좋고 흥미진진해지네요. ,8
내일의 기억,잼있어요 배우들도 연기 잘하네요 ,8
장르만 로맨스,뭘 보여주려는지 모르겠는 내용 ,2
그랜드 부다페스트 호텔,두번 이상 보는 영화가 흔치 않은데..다시 보고 싶은 영화!영상미가 너무 기억에 남는손에 꼽히는 영화 ,10
장르만 로맨스,보다 나옴. 광고와 너무 다른 거 아닌지...재밌는 장면도 없고 내용도 없고... ,2
강릉,배우들 연기 좋고 스토리도 나쁘지낞음 ,10
쇼미더고스트,12세 관람가라 초딩이랑 보다가 내용에 깜짝놀랐네요..몰카에..자살에..어디서 자극적인 내용은 다 끌고와서는..12세 관람가로는 아주 부적절 하네요.. ,1
듄,내 인생영화입니다....꼭 보세요. ,10
알.이.씨,파블로가 그녀의 입을 막았을 때 최고의 짜릿함.와 연출 최고 그 시절 최고의 좀비 영화일 듯. ,9
알.이.씨,파블로는 1분에 3번만 부르기! ,10
듄,간만에 웅장해지는 영화 ,10
007 노 타임 투 다이,역시나 왜색이 들어가면 내용이 똑같아. 더 울버린을 생각나게 하는 망작. 다니엘 마지막 출연작인데 이렇게 망치나 에휴... ,2
후겟츠 웨슬리,코미디도 아닌 것이 로맨스도 아니고 멜로도 아니고... 개가 핵심도 아니네. ,6
아야와 마녀,처음에는 지브리만의 특유의 미적 아름다움이 3d로 인해 사라진듯했으나 지브리만의 3d캐릭터를 만들기위한 시도들이 돋보였고 무엇보다 스토리가 짱잼 ,10
